""	"SRR12534940"	"SRR12534942"	"SRR12534944"	"SRR12534946"	"SRR12534964"	"SRR12534966"	"SRR12534968"	"SRR12534970"
"arcn1a"	2317	2579	2048	2349	2486	2433	2525	2106
"areg"	3	1	1	4	0	0	0	2
"arf1l"	3718	2939	2611	3176	2782	2466	2777	2138
"arf2b"	1428	1184	1108	1383	1246	1170	1132	1075
"arf3a"	5	5	8	6	4	5	5	2
"arf6a"	607	767	566	626	634	691	641	654
"arfip1"	2442	2517	2095	2512	2311	1996	2232	1533
"arfip2b"	2953	2300	2350	2173	2129	1624	1815	1245
"arfrp"	1229	1055	855	1080	1077	891	970	791
"arg2"	37	23	45	34	29	39	29	81
"argi1"	2	6	4	4	7	4	3	4
"arglu1a"	796	613	476	696	746	707	765	575
"arh"	0	0	0	0	0	0	0	0
"arhb"	1675	1517	1657	1384	1568	1756	1886	1422
"arhg4"	35	21	29	40	61	137	68	153
"arhgap15"	27	38	40	49	99	201	64	424
"arhgap17a"	3201	2993	3059	2848	3247	2718	3233	2225
"arhgap18"	956	843	779	1183	795	962	942	843
"arhgap23b"	80	54	44	63	85	117	89	104
"arhgap24"	54	74	66	65	150	172	133	216
"arhgap29a"	66	58	56	68	126	242	146	296
"arhgap32b"	1313	1375	1259	1201	1458	1165	1730	1024
"arhgap33"	183	161	202	134	285	281	289	220
"arhgap35a"	3246	3558	3349	2884	3804	3445	3753	2553
"arhgap35b"	847	754	830	611	1320	1033	1183	964
"arhgap36"	107	75	72	94	119	133	131	141
"arhgap46b"	10	15	9	12	19	49	32	61
"arhgap9"	62	56	86	119	82	161	115	190
"arhgef12b"	75	84	65	85	171	358	215	477
"arhgef16"	5192	5659	4520	5216	4190	3917	5874	3106
"arhgef17"	255	318	209	138	214	445	351	406
"arhgef19"	23	23	25	64	39	38	40	34
"arhgef1a"	335	419	308	302	371	515	374	509
"arhgef1b"	200	238	232	229	337	456	360	489
"arhgef25a"	42	52	47	58	92	148	98	138
"arhgef28a"	366	443	331	405	542	404	478	299
"arhgef3"	2829	1993	2345	1954	1498	1579	1903	1018
"arhgef33"	3	2	1	4	9	12	8	17
"arhgef37"	1471	933	1009	917	1310	667	1424	770
"arhgef40"	35	24	30	20	81	155	103	139
"arhgef7a"	523	348	401	411	508	416	515	277
"arid1aa"	3595	3338	2938	2979	3289	3051	3382	2106
"arid1b"	238	199	204	173	261	335	367	473
"arid3c"	0	7	10	3	2	8	6	9
"arid4a"	3386	3163	2767	2667	3461	2907	3223	2200
"arid4b"	29	14	18	23	36	72	49	63
"arih2"	12045	11141	10005	11309	8631	7927	9904	6269
"arl13a"	279	197	254	261	255	246	81	3
"arl14"	0	0	0	0	0	0	0	0
"arl15a"	0	0	0	0	0	0	0	0
"arl2"	797	803	645	799	815	711	588	707
"arl2bp"	419	415	365	376	329	335	339	277
"arl3b"	1319	1060	973	1233	1097	893	979	787
"arl4a"	1357	1325	1205	1548	1550	1151	1495	973
"arl4c"	31	55	26	63	63	74	59	122
"arl4ca"	4	12	6	8	29	34	26	28
"arl4d"	0	1	1	0	3	8	4	10
"arl5a"	599	599	398	489	482	416	490	320
"arl6ip1"	105	116	88	67	77	123	94	140
"arl6ip4"	1409	795	819	1163	712	917	863	880
"arl6ip5a"	2476	1995	1609	2369	1869	1452	1513	1302
"arl8"	290	376	223	241	383	260	254	214
"arl8a"	480	363	326	413	388	371	326	320
"arl8b"	512	478	361	432	307	423	341	423
"armc10"	1526	1387	1342	1460	1518	1139	1277	1022
"armc1l"	88	89	63	78	91	76	102	98
"armc2"	392	230	417	409	353	198	339	222
"armc5"	1048	827	810	798	793	776	1026	531
"armc6"	2621	2774	2538	2719	2363	2210	2473	1789
"armc7"	279	268	227	304	232	197	272	192
"armc8"	1641	1672	1495	1599	1613	1142	1547	1120
"armh1"	392	350	369	480	322	291	343	232
"armh2"	0	1	0	2	0	2	1	0
"armh3"	291	234	257	221	297	282	247	228
"armt1"	1353	1416	1236	1347	1371	1108	1238	914
"arntl1a"	2263	2083	2055	2169	2039	1678	1810	1324
"arntl2"	846	996	843	897	1062	853	950	625
"arp19"	48	45	54	38	41	50	49	39
"arpc1a"	2178	2610	2071	2538	2389	2599	2080	2278
"arpc3"	0	0	0	0	0	1	0	0
"arpc4"	3513	3289	2338	3604	2637	2398	2718	2402
"arpc5"	298	286	315	327	283	374	291	371
"arpc5b"	161	135	121	144	179	189	183	190
"arpc5l"	260	285	213	259	282	232	190	223
"arpin"	484	298	303	364	319	401	290	456
"arpp21"	13	7	18	8	1	4	8	8
"arrb1"	1	0	1	1	2	2	1	3
"arrd3"	121	103	67	132	75	69	94	54
"arrdc1b"	12	10	7	13	17	17	17	32
"arrdc3a"	152	230	213	208	358	412	398	568
"arsb"	399	491	350	519	500	762	671	695
"arsh"	607	499	535	537	623	655	666	449
"arsia"	25	4	39	15	2	1	18	8
"arsib"	2	0	4	5	3	27	9	41
"arsk"	229	273	256	335	253	429	315	617
"arv1"	304	280	275	322	233	235	255	245
"arvcfb"	350	420	252	267	420	400	444	338
"arxa"	18	44	15	27	47	57	83	98
"as1la"	379	363	309	351	283	276	270	204
"as3mt"	90	88	78	132	124	213	120	212
"asah2"	0	0	1	0	1	0	0	1
"asal"	1	12	24	14	4	9	31	20
"asap1a"	248	208	174	192	228	113	103	118
"asap2a"	3421	2961	2732	2877	2961	2513	2738	1987
"asap3"	6797	6458	5151	6104	6114	5092	6249	3969
"asb1"	15	13	24	19	27	49	25	49
"asb10"	0	0	0	0	1	71	1	0
"asb11"	523	1006	725	1005	1113	1649	1190	1411
"asb12a"	2112	2362	2066	2393	1715	1701	1448	1158
"asb13a.1"	216	219	210	246	175	295	287	185
"asb14b"	24	18	15	28	25	33	26	26
"asb3"	1037	1046	999	1219	829	815	1036	714
"asb4"	1	1	3	1	3	2	2	8
"asb5a"	0	0	0	0	0	0	0	0
"asb6"	1199	1285	1098	1215	1064	1087	1146	779
"asb8"	611	723	615	682	697	675	783	481
"ascc2"	6046	6177	4695	5638	4809	4520	4917	3242
"ascc3"	2165	2118	2047	2075	1696	1715	2374	1453
"ascl1a"	4	5	6	9	1	2	4	4
"asgrl1"	7	8	14	13	6	10	10	2
"asgrl2"	5	12	12	15	5	8	1	8
"ash1l"	1147	1026	1084	866	1312	1336	1437	1093
"ash2l"	861	860	686	834	780	607	838	594
"asic1b"	236	372	369	385	831	1194	961	1233
"asip1"	133	149	213	140	51	58	80	43
"asip2b"	0	0	0	0	0	0	0	0
"asl"	3647	3666	3278	3701	3446	3179	3421	2555
"asmt2"	4	2	5	1	3	3	5	3
"asmtl"	5379	5037	3872	4388	3952	3535	3664	2630
"asns"	882	923	775	902	892	974	732	681
"asnsd1"	3165	2820	2303	2818	2122	2653	2368	2006
"aspa"	27	21	30	31	28	35	25	41
"asph"	17	28	14	58	71	68	78	78
"asphd1"	0	0	1	0	0	1	1	0
"asphd2"	115	183	159	296	108	61	131	93
"aspm"	2207	2468	1891	1876	2163	2070	1908	1634
"aspn"	0	0	0	1	1	2	2	0
"asrgl1"	228	201	186	225	192	176	224	125
"ass1"	595	389	456	490	189	170	349	216
"aste1b"	629	550	574	514	629	697	645	746
"astn1"	52	23	31	22	7	9	29	12
"asz1"	1450	1323	1271	1328	1136	1110	1306	822
"at7l3"	1189	962	871	1049	949	765	881	800
"atad1a"	1313	1020	1006	1135	1137	925	1117	944
"atad2b"	1740	1470	1427	1216	1645	1250	1579	1054
"atad3"	1575	1503	1402	1342	1556	1320	1405	977
"atat1"	100	67	122	101	176	184	178	161
"atf1"	1511	1445	1216	1456	1229	1056	1211	920
"atf2"	450	371	425	356	366	345	398	261
"atf3"	96	48	78	148	49	43	80	62
"atf4"	3537	2995	2568	3025	2792	2892	2735	2236
"atf5a"	18	12	9	7	15	18	28	22
"atf5b"	36	32	23	44	74	96	73	162
"atf6"	1133	1038	1190	971	1320	945	1512	1071
"atf7a"	89	95	85	77	151	135	118	184
"atf7ip"	2946	1810	1943	2218	2061	1822	2222	1612
"atg10"	938	675	753	858	622	615	670	457
"atg13"	675	696	626	808	726	731	671	618
"atg14"	265	207	206	263	241	187	278	151
"atg16l1"	2605	2850	1764	2324	2409	2526	2969	1874
"atg2a"	930	942	888	756	1164	1181	1253	1179
"atg3"	1932	1749	1317	1518	1508	1457	1580	1304
"atg4a"	543	429	390	431	435	423	480	370
"atg4b"	487	303	349	422	411	378	462	393
"atg4c"	1191	1093	1085	1116	1040	977	989	846
"atg5"	456	355	381	374	380	316	417	258
"atg7"	2794	2652	2362	2711	2492	1869	2290	1907
"atl1"	7	7	6	12	3	8	10	7
"atl2"	2901	2768	2426	2567	2899	2507	2797	2232
"atm"	5184	4943	4194	4270	5401	4258	4827	3616
"atn1"	12	12	9	10	25	27	33	31
"atoh7"	0	0	0	0	1	0	1	0
"atp10a"	530	367	1127	1170	1151	720	534	747
"atp10b"	1	1	0	3	1	1	3	2
"atp10d"	465	483	514	451	581	504	516	481
"atp13a2"	1523	1372	1491	1256	1563	1367	1514	1239
"atp13a3"	226	286	325	217	336	327	321	289
"atp1a2a"	227	188	226	134	148	95	235	56
"atp1b1a"	198	190	189	122	303	420	397	388
"atp1b2a"	14	3	1	1	6	7	3	7
"atp1b2b"	6	4	4	5	2	4	4	5
"atp1b3b"	413	408	401	423	479	399	438	315
"atp1b4"	64	49	55	53	36	27	40	23
"atp2a1"	58	29	32	31	22	10	34	20
"atp2a1l"	4	2	1	3	1	7	1	3
"atp2b2"	24	18	24	22	35	28	29	20
"atp5a1"	14227	16264	13929	15266	13259	14235	13724	11366
"atp5f1"	3536	3324	3054	3669	2973	3061	3058	2660
"atp5f1c"	3025	3279	2726	3239	2723	3216	3042	2429
"atp5f1d"	2715	3577	3232	3386	2709	3149	3071	2503
"atp5f1e"	160	153	132	187	124	145	142	116
"atp5g2"	1764	2089	1673	2099	1773	1966	1843	1734
"atp5g3"	1542	2012	1643	1753	1659	1770	1870	1601
"atp5h"	939	1046	957	1177	883	892	866	821
"atp5if1a"	1017	892	637	1042	937	1014	922	1249
"atp5if1b"	1447	1144	808	1453	1095	1121	1114	1244
"atp5l"	2890	2465	2350	2853	2239	2245	2345	1811
"atp5mc3b"	386	513	464	382	488	404	371	457
"atp5mf"	0	0	0	1	0	0	0	0
"atp5mj"	1517	1404	1233	1599	1350	1533	1190	1373
"atp5pf"	1431	1309	1109	1477	1232	1067	1214	958
"atp6ap1la"	1	3	1	2	3	3	4	1
"atp6v0a1a"	4671	4141	3756	4362	3572	3306	3325	2737
"atp6v0ca"	775	751	750	873	885	782	924	657
"atp6v0cb"	1838	2232	1824	2036	1941	1986	2089	2224
"atp6v0d1"	521	394	402	455	739	659	757	506
"atp6v0e1"	124	198	185	172	176	201	136	175
"atp6v1ab"	176	148	112	98	228	242	184	437
"atp6v1ba"	6516	7013	6203	6539	6290	5899	6128	5486
"atp6v1f"	555	638	558	595	527	566	623	462
"atp6v1fnb"	29	11	23	35	10	9	7	10
"atp6v1g1"	1440	1267	1140	1581	1267	1163	1506	1008
"atp7a"	929	1796	756	106	1479	1047	1326	821
"atp7b"	1764	1479	1112	1379	1454	1472	1148	1305
"atp8a2"	1527	1430	1206	1499	1324	924	1273	890
"atp8b3"	24	15	18	9	20	8	14	15
"atp8b4"	69	104	72	86	252	396	183	423
"atp8b5b"	1	3	1	1	0	0	1	2
"atpaf2"	2163	1935	1971	2085	1714	1581	1643	1286
"atpsckmt"	161	132	119	126	133	125	87	149
"atpv0e2"	9	5	14	6	11	7	11	5
"atr"	5754	5895	5162	4398	4994	4423	4820	3777
"atraid"	3967	4655	3528	3687	3627	3600	4130	3166
"atrap"	598	491	479	455	447	396	387	379
"atxn10"	1735	1474	1355	1494	1470	1187	1248	913
"atxn1a"	6	11	7	5	19	55	38	43
"atxn2l"	3269	2933	2824	2473	3028	2671	3260	1899
"atxn7l3a"	1422	1106	1065	1232	1115	944	1093	811
"auh"	227	166	189	268	234	311	260	366
"aup1"	1590	1783	1587	1680	1572	1428	1500	1205
"aurka"	11938	11890	9932	9955	9304	9010	9748	6688
"aurkaip1"	2401	1984	1963	2358	1638	1580	1851	1296
"avd"	28	42	26	27	11	21	13	16
"aven"	713	548	558	690	611	456	544	383
"avil"	1	2	7	3	2	1	0	1
"avl9"	3266	3079	2672	3007	2985	2404	2722	1973
"axdnd1"	598	555	600	799	384	490	436	379
"azin1"	2205	2343	2112	2180	2384	1896	2120	1707
"azin1b"	741	813	890	895	896	986	1014	828
"b2mg"	1113	721	1298	1300	736	2276	777	2218
"b3galnt2"	2752	1860	2266	2250	2235	1508	2331	1430
"b3galt1b"	0	0	0	1	0	1	0	0
"b3galt4"	2	2	1	1	9	5	10	10
"b3galt8"	166	146	106	168	124	132	141	115
"b3gat1a"	0	0	0	3	1	2	0	3
"b3gat3"	118	69	142	98	110	143	193	107
"b3glcta"	67	54	116	60	71	89	70	78
"b3glt"	187	265	164	219	344	394	227	532
"b3gnt2b"	3324	2808	2620	2048	3054	2451	2074	2018
"b3gnt2l"	2099	1729	1771	1936	1301	1384	1841	1002
"b3gnt7"	1	7	8	9	15	33	10	66
"b3gntl1"	1348	1256	1140	1386	1290	1147	1320	839
"b4galnt1b"	1104	1221	1045	1090	1050	626	1017	860
"b4galnt3b"	24	19	14	8	14	17	19	13
"b4galnt4a"	18	11	28	14	11	8	19	11
"b4galt3"	246	308	252	204	341	310	244	269
"b4galt5"	98	107	94	108	169	166	150	113
"b4galt7"	530	533	436	482	400	378	429	329
"baalcb"	0	0	1	0	3	0	0	1
"babam1"	1386	1356	1282	1291	1175	1050	1263	896
"babam2"	93	87	114	111	146	141	181	193
"bach1b"	32	52	62	23	52	109	67	65
"bada"	57	29	29	21	45	57	40	67
"badb"	63	53	89	63	92	105	109	108
"bafb"	651	540	414	796	741	1430	876	2384
"bag2"	10	5	4	2	7	12	7	5
"bag3"	285	169	177	192	158	170	165	115
"bag5"	1061	1075	989	1025	1135	975	1192	792
"bahcc1b"	65	81	66	79	149	193	151	223
"bahd1"	0	3	3	3	2	8	7	16
"baiap2b"	21	15	37	20	31	38	21	38
"baiap2l1a"	14	4	8	7	1	4	7	5
"baiap3"	363	648	81	174	202	363	119	99
"banf1"	679	539	457	588	503	514	586	450
"bap1"	694	581	468	618	490	630	580	534
"barh1"	3	2	0	1	3	0	2	0
"barhl1a"	0	0	0	3	0	0	1	0
"barx1"	3	1	0	2	0	3	0	3
"basp1"	677	727	861	719	644	445	902	445
"bat1"	78	66	86	61	83	102	73	87
"batf2"	58	90	104	49	86	64	50	265
"batf3"	0	0	0	0	0	1	0	6
"baxb"	39	32	28	36	51	53	33	51
"baz2ba"	119	133	117	137	289	571	354	591
"bbc3"	12	11	9	2	13	13	8	13
"bbln"	864	808	648	869	626	642	642	489
"bbs1"	1375	1005	1003	1169	808	864	679	588
"bbs10"	531	385	423	464	397	371	382	287
"bbs12"	2767	2494	2234	2228	2053	1741	1926	1318
"bbs2"	3380	2855	2567	2757	2468	2258	2351	1738
"bbs4"	126	119	127	150	143	128	151	82
"bbs5"	1002	779	829	906	857	710	596	650
"bbs7"	3438	2711	2606	3065	2506	1922	2259	1535
"bca3"	2428	2265	1761	2405	1847	1774	1716	1409
"bcam"	73	71	85	78	234	447	216	887
"bcap31"	6230	5503	4643	5479	5089	5255	5017	4388
"bcar3"	17	21	11	18	18	38	21	33
"bcat1"	7	10	12	14	12	11	16	17
"bccip"	1303	1114	1069	1243	1138	1097	1122	1002
"bckdha"	1185	1186	1141	1062	1200	1103	1165	938
"bckdk"	2644	2742	2754	2679	2571	2634	3230	2093
"bcl10"	1	4	0	0	1	12	0	2
"bcl11aa"	16	19	19	18	59	136	79	88
"bcl11ba"	5	5	1	2	6	19	6	45
"bcl2l1"	1913	1762	1220	1745	1282	1468	1594	1060
"bcl2l11"	23	15	10	14	25	34	35	40
"bcl2l12"	1486	1409	1213	1355	1479	1047	1311	801
"bcl2l13"	1230	1201	1179	1177	1188	1116	1331	818
"bcl2l16"	0	0	0	1	1	3	0	4
"bcl6"	859	732	1059	985	907	737	1335	1057
"bcl6aa"	53	50	27	102	60	61	115	173
"bcl6b"	38	38	28	33	156	238	177	253
"bcl7a"	719	567	541	605	581	436	569	388
"bcl7b"	27	53	47	35	49	71	61	74
"bcl9l"	360	281	470	200	376	399	540	331
"bclx"	1319	1473	1381	1321	1195	1109	1424	1017
"bco1"	675	501	486	659	507	456	343	346
"bco1l"	12	14	17	10	5	16	14	6
"bco2a"	0	3	0	0	1	3	2	3
"bco2b"	77	6	38	4	50	54	50	49
"bco2l"	20	13	3	14	8	12	13	13
"bcorl1"	553	565	469	495	414	404	529	412
"bdh1"	133	162	110	202	226	176	233	174
"bdh2"	1712	1667	1291	1781	1507	1623	1492	1170
"bdkrb1"	3	3	2	2	4	3	4	4
"bdkrb2"	0	2	0	5	9	14	12	8
"becn1"	2338	1712	1778	2035	1887	1618	1999	1438
"bend7"	1	1	1	5	3	1	0	0
"best4"	1	1	5	0	0	1	0	0
"bet1"	557	433	400	499	396	334	347	268
"bet1l"	331	314	329	404	364	291	300	253
"bglap"	0	0	0	0	0	0	0	0
"bgnb"	7	19	5	6	9	20	12	29
"bhlh3"	4	1	5	3	16	14	10	63
"bhlhe40"	63	77	69	75	114	196	150	402
"bhlhe41"	14	14	8	10	42	101	27	120
"bhmt"	1977	2789	2033	2701	879	1672	3725	1143
"bi1"	539	609	601	688	608	701	540	568
"bicc2"	104	70	63	97	50	23	43	25
"bicd1a"	19	12	42	36	46	17	25	24
"bicdl2"	0	1	1	3	2	1	3	7
"bicra"	1711	1379	1852	1173	2036	1802	2083	1189
"bicral"	265	217	177	249	274	284	330	233
"bida"	147	212	194	211	209	213	241	231
"bik"	29	41	52	42	37	13	40	23
"bin1b"	1141	873	779	1144	894	922	1022	881
"bin2"	2468	1990	1781	1967	1976	1693	1791	1312
"bin3"	1012	891	797	992	965	872	889	758
"birc5a"	1827	1809	1446	1806	1601	1523	1392	1194
"birc5b"	2112	2243	1943	2056	1953	1812	1809	1409
"birc6"	3477	3237	3380	2606	3787	3569	3983	2970
"blcap"	148	105	158	122	112	126	127	140
"blk"	0	0	1	1	6	41	6	26
"blm"	4560	4331	3739	3999	4255	3512	3662	2732
"blnk"	21	37	27	32	75	120	49	393
"bloc1s1"	913	645	555	838	595	570	653	613
"bloc1s2"	1651	1718	1524	1814	1484	1400	1617	1210
"bloc1s5"	1113	882	914	1295	718	724	976	637
"blzf1"	105	73	98	84	108	106	119	66
"bmb"	2913	1187	1865	1810	1885	1028	3188	1082
"bmcc1"	43	30	33	27	33	19	53	40
"bmf2"	6	8	12	11	15	21	7	39
"bmi1a"	195	228	171	189	242	358	249	221
"bmp1"	166	142	120	193	122	102	132	93
"bmp15"	6980	6232	5600	6064	6245	5276	6516	4273
"bmp2"	8	9	7	7	6	7	3	6
"bmp4"	12	22	18	22	38	45	32	43
"bmp6"	454	506	570	618	301	742	619	510
"bmpr1aa"	788	742	679	651	959	716	927	585
"bmpr1ba"	595	562	704	701	536	373	645	316
"bmpr2b"	1	0	1	1	2	2	6	2
"bmt2"	404	415	484	460	359	378	467	301
"bnip2"	1431	1471	1390	1568	1513	1237	1373	947
"bnip3l"	55	62	57	67	105	126	76	154
"boc"	89	101	94	95	180	254	161	197
"bod1"	1443	1011	1009	1246	915	842	989	747
"bod1l1"	2484	1515	1456	1816	1985	1594	1957	1425
"boka"	1271	1686	1646	1467	1467	1407	1642	1185
"bola1"	402	444	364	386	397	376	372	374
"bola3"	127	72	106	135	127	88	54	70
"bop1"	3255	3243	3000	2713	2955	2353	2944	2025
"borcs5"	607	1068	984	974	1041	915	743	703
"borcs6"	2451	2087	1656	1935	1983	1669	2160	1259
"borcs7"	550	421	378	556	366	372	406	318
"borcs8"	251	254	254	298	221	217	212	188
"borea"	2354	2072	1945	2330	1902	1628	1549	1374
"bphl"	218	319	253	329	196	248	231	164
"bpifcl"	47	108	80	103	299	610	338	1923
"bpnt2"	1643	1546	1429	1540	1696	1318	1496	1164
"brca2"	9015	8283	7982	7218	9003	7781	7821	6250
"brcc3"	1029	900	849	1054	856	682	741	559
"brd1a"	1005	1062	882	851	911	802	1005	654
"brd2"	2524	2564	2343	2121	2431	2717	2530	2040
"brd3a"	1783	1663	1502	1466	1792	1510	1850	1353
"brd7"	7622	7105	6644	8396	6053	5824	6795	4751
"brdt"	5749	5559	4304	4787	4426	4259	4325	3123
"brf1a"	2162	1723	1282	1810	1650	1806	1883	1214
"brf1b"	137	140	93	115	165	132	157	138
"brf2"	3893	3919	3296	3638	3144	2860	3153	2455
"bri3"	268	259	274	209	279	265	391	217
"bri3bp"	182	304	195	191	206	333	269	260
"bricd5"	0	0	0	1	0	0	0	0
"brip1"	3113	2850	2734	2740	2673	2153	2894	1818
"brms1"	1	4	6	2	2	5	3	13
"brms1la"	1582	1214	1074	1308	1337	1211	1120	997
"brox"	2245	2230	2076	2328	1999	1787	2018	1513
"brp16"	7014	6453	5137	6640	5462	3277	5362	3748
"brpf3a"	238	239	262	196	291	241	209	245
"brpf3b"	3647	3578	3825	3244	4012	3189	4180	2873
"brsk2a"	21	4	11	7	8	12	22	1
"brsk2b"	7	4	2	7	1	12	8	10
"bscl2"	0	0	1	0	0	0	0	0
"bsnd"	3	0	0	1	2	2	0	1
"bspry"	35	42	35	24	23	47	37	37
"bsx"	7	9	2	2	1	5	3	1
"bt2a2_1"	2	1	0	0	2	23	1	4
"btaf1"	7628	7829	6960	6296	7147	5522	6880	4399
"btbd10b"	1567	1670	1432	1798	1502	1420	1613	1305
"btbd11b"	7	13	10	11	33	37	41	37
"btbd16"	18	18	15	16	10	15	6	11
"btbd17a"	3	1	0	1	2	2	2	0
"btbd2a"	1606	1411	1636	1620	1433	1159	1497	935
"btbd3a"	253	423	281	307	368	390	428	341
"btbd3b"	2	0	1	2	0	1	1	1
"btbd6b"	1544	1776	1364	1679	1792	1477	1734	1357
"btbd7"	1400	1328	1417	1251	1669	1309	1875	1028
"btbd8"	2588	2759	2455	2432	2663	1967	2274	1549
"btc"	2	2	4	1	7	6	1	1
"btf3"	4501	4825	4313	5063	4513	5879	4543	5401
"btf3l4"	1994	1881	1670	2140	1874	2090	1786	1604
"btg2"	5853	5419	4938	5581	5213	4897	5746	4028
"btg3"	1483	1487	1367	1524	1218	1427	1233	834
"btk"	83	109	84	168	203	554	189	768
"btr02"	2294	1979	1446	1344	1484	1158	1482	974
"btr12"	375	137	197	279	118	54	164	100
"bub1"	3749	3636	3720	3642	3569	3099	3535	2772
"bub1b"	246	233	181	232	182	199	212	143
"bub1bb"	673	490	531	631	562	444	547	541
"bub3"	540	528	503	470	540	572	529	482
"bud13"	1776	1489	1115	1615	1440	1680	1398	1298
"bud23"	941	747	684	874	743	698	704	465
"bud31"	0	0	0	0	0	0	0	0
"bxdc2"	4186	3449	3067	4093	3644	3340	3214	2711
"bysl"	3681	3270	3054	3182	2797	2549	2617	2044
"c18h3orf33"	368	346	227	395	274	330	311	213
"c19h1orf109"	792	871	707	862	881	674	654	579
"c1d"	850	752	688	747	630	651	594	570
"c1galt1b"	2418	2370	2210	2259	2568	2124	2812	1832
"c1galt1c1"	1344	1617	1151	1584	1388	1283	1272	947
"c1qa"	188	368	227	257	762	1645	694	3524
"c1qb"	55	158	108	119	545	1921	613	3994
"c1qc"	180	400	306	221	1442	3066	935	4963
"c1ql2"	4	3	2	0	0	3	3	3
"c1ql3a"	8	1	4	14	6	5	5	0
"c1ql4"	0	0	0	0	0	0	0	0
"c1ql4b"	2	0	2	0	1	3	3	3
"c1qtnf1"	17	10	13	18	16	14	8	17
"c1qtnf12"	22	30	17	15	33	41	35	28
"c1qtnf13"	8	18	20	20	10	4	7	10
"c1qtnf2"	422	322	359	379	359	398	409	361
"c1qtnf4"	36	32	42	36	32	18	52	22
"c1qtnf5"	74	74	74	83	162	209	162	255
"c1qtnf6a"	21	16	19	20	55	85	47	56
"c1qtnf9"	0	0	0	0	0	0	0	0
"c209a"	0	0	0	1	0	1	1	3
"c209d"	14	38	23	0	0	109	77	149
"c209e"	6384	7149	4138	6832	8617	16906	7274	15611
"c25ha"	1	0	0	0	1	6	0	10
"c2ail"	181	152	107	142	130	166	102	149
"c2cd2l"	436	514	602	393	361	293	459	267
"c2cd3"	2328	2563	2451	2114	2632	2180	2548	1923
"c2cd6"	58	94	50	65	56	51	44	42
"c5"	209	251	257	280	216	236	262	228
"c6"	106	176	130	123	1020	2190	747	4963
"c7a"	859	896	742	1096	1911	3619	1071	3956
"c7b"	200	403	315	508	317	706	382	1384
"c8a"	67	75	80	64	73	72	75	54
"c8b"	75	87	89	58	87	106	93	68
"c8g"	94	68	64	68	109	557	74	815
"c9"	270	469	309	350	312	426	246	303
"c9orf72"	5363	5394	5104	5286	4370	3851	4631	3169
"ca108"	1546	1547	1486	1446	1121	1224	1655	908
"ca10a"	104	19	30	86	26	30	36	36
"ca119"	38	88	60	89	61	69	72	58
"ca12"	0	1	0	0	0	3	0	5
"ca163"	2864	2361	1821	2627	2112	2174	1844	1691
"ca4a"	16	9	15	15	8	5	12	7
"ca6"	7	13	14	4	11	26	18	11
"ca9"	4	13	7	13	21	13	17	40
"cab39"	0	0	0	0	0	0	0	0
"cab39l1"	929	885	846	944	803	741	648	453
"cabcoco1"	1	7	3	7	6	3	6	9
"cables2a"	64	94	100	82	130	83	102	79
"cables2b"	70	37	23	31	25	25	59	19
"cabp1a"	340	341	273	383	346	350	324	268
"cabp5a"	0	0	0	0	0	0	0	0
"cabp7b"	0	0	0	0	1	1	1	0
"cac3"	4	11	3	2	2	17	3	14
"cachd1"	332	343	415	347	513	547	577	472
"cacna1bb"	7	16	9	3	14	83	12	121
"cacna1da"	14	12	15	15	34	97	21	115
"cacna1fb"	15	12	9	9	12	13	12	10
"cacna1g"	173	237	271	275	191	178	293	145
"cacna1ha"	1	0	2	0	0	2	3	1
"cacna2d2b"	327	381	252	347	346	251	343	223
"cacna2d3a"	0	0	0	0	1	1	0	0
"cacnb2a"	47	33	40	55	65	97	70	146
"cacnb2b"	9	4	1	6	1	0	2	2
"cacnb3a"	5	4	4	2	2	3	3	2
"cacng5b"	0	1	0	0	0	1	3	0
"cacng7a"	5	4	4	2	0	2	1	2
"caco1"	5	16	3	2	16	22	5	11
"cacul1"	786	831	943	970	1052	677	767	525
"cacybp"	1010	1040	772	934	1038	1081	785	1252
"cad"	1920	2304	2179	1704	2452	3200	3100	2115
"cadm1a"	16	18	20	8	18	14	25	12
"cadm2b"	2	7	31	4	27	4	6	4
"cadm3"	2	0	1	3	3	4	2	3
"cadpsa"	51	34	33	47	40	24	44	32
"cah12"	0	0	0	0	3	1	0	1
"cahz"	31	51	49	38	56	36	37	45
"calb1"	9	3	1	1	5	3	5	3
"calc1"	15	7	4	3	4	2	11	7
"calca"	7	2	3	3	6	7	10	2
"calcoco1a"	44	61	58	73	114	141	112	176
"calcoco1b"	7	0	3	2	1	0	3	1
"calcoco2"	207	179	128	179	181	446	226	549
"calcr"	29	34	30	53	45	47	70	28
"calhm2.1"	3	3	8	3	4	5	5	5
"call4"	48	54	35	61	38	46	33	30
"calm1a"	2223	1678	1338	2057	1931	1984	1961	1918
"calm2a"	8679	6996	5283	6357	4806	5259	5364	4633
"calm3a"	1692	1492	1078	1538	1293	1417	1372	1057
"calm3b"	1050	1101	838	991	1171	934	1300	957
"calml4b"	14	15	19	23	13	7	10	14
"caln1"	0	0	0	0	0	2	5	12
"caln2"	8	11	5	2	14	0	8	1
"camk1a"	153	138	146	199	220	156	151	179
"camk1b"	29	36	46	35	95	144	93	235
"camk1gb"	5	3	3	2	5	5	5	11
"camk2a"	4	2	4	7	1	3	3	8
"camk2n1"	4	0	3	1	4	3	3	4
"camk2n1b"	1	1	0	0	2	0	0	1
